Date,Vendor,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,Vendor_Address,GIK_Per_Unit,Total_GIK
1/1/2017,Everything Else,2763,Footwear,Boots,Generic,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",0.06,165.78
1/2/2017,Everything Else,3828,Footwear,Boots,Brand A,Worn,9,Nashville,"1 Fictional St, Everything Else City, State 01",0.06,229.68
1/2/2017,Company 4,1868,Footwear,Sneakers,Brand B,Gently Used,11,Chicago,"5 Fictional St, Company 4 City, State 05",0.05,93.4
1/2/2017,Everything Else,2978,Apparel,Shirts,Generic,Gently Used,XL,NY,"1 Fictional St, Everything Else City, State 01",9226.5,27476517
1/2/2017,Company 11,3028,Footwear,Sneakers,Generic,Gently Used,8,Atlanta,"12 Fictional St, Company 11 City, State 12",194.74,589672.72
1/2/2017,Company 4,3191,Footwear,Sneakers,Brand A,Gently Used,6,Chicago,"5 Fictional St, Company 4 City, State 05",575.1,1835144.1
1/2/2017,Company 3,2343,Apparel,Shirts,Generic,Gently Used,L,Nashville,"4 Fictional St, Company 3 City, State 04",0.5,1171.5
1/2/2017,Company 3,1868,Apparel,Shirts,Brand C,New,M,Atlanta,"4 Fictional St, Company 3 City, State 04",0.16,298.88
1/2/2017,Everything Else,3587,Footwear,Sneakers,Brand A,Worn,7,LA,"1 Fictional St, Everything Else City, State 01",0.15,538.05
1/2/2017,Company 2,1713,Apparel,Coats,Brand C,Gently Used,M,Atlanta,"3 Fictional St, Company 2 City, State 03",55.89,95739.57
1/2/2017,Company 5,1233,Footwear,Sneakers,Generic,Worn,10,Nashville,"6 Fictional St, Company 5 City, State 06",628.11,774459.63
1/3/2017,Company 12,3965,Apparel,Coats,Brand A,Gently Used,XL,LA,"13 Fictional St, Company 12 City, State 13",0.72,2854.8
1/3/2017,Everything Else,1394,Footwear,Boots,Brand C,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",21.35,29761.9
1/3/2017,Everything Else,987,Apparel,Coats,Generic,Gently Used,XXL,Atlanta,"1 Fictional St, Everything Else City, State 01",0.59,582.33
1/3/2017,Company 3,2577,Footwear,Sneakers,Generic,Gently Used,8,LA,"4 Fictional St, Company 3 City, State 04",29.14,75093.78
1/3/2017,Everything Else,2764,Footwear,Sneakers,Brand B,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.3,829.2
1/3/2017,Company 2,1700,Footwear,Boots,Brand A,Gently Used,11,Chicago,"3 Fictional St, Company 2 City, State 03",13.6,23120
1/3/2017,Company 3,1468,Footwear,Sneakers,Brand B,Gently Used,5,NY,"4 Fictional St, Company 3 City, State 04",2.94,4315.92
1/3/2017,Everything Else,3109,Footwear,Sneakers,Brand B,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",1.1,3419.9
1/3/2017,Everything Else,3129,Apparel,Shirts,Brand B,Gently Used,XXL,LA,"1 Fictional St, Everything Else City, State 01",23183.85,72542266.65
1/3/2017,Company 5,3766,Footwear,Sneakers,Brand B,Gently Used,5,Chicago,"6 Fictional St, Company 5 City, State 06",265.95,1001567.7
1/3/2017,Everything Else,1809,Apparel,Coats,Generic,Worn,XL,Chicago,"1 Fictional St, Everything Else City, State 01",0.1,180.9
1/3/2017,Everything Else,1788,Apparel,Shirts,Generic,Gently Used,XL,LA,"1 Fictional St, Everything Else City, State 01",0.03,53.64
1/4/2017,Everything Else,2537,Footwear,Sneakers,Generic,Gently Used,12,Atlanta,"1 Fictional St, Everything Else City, State 01",124.46,315755.02
1/4/2017,Everything Else,1355,Footwear,Sneakers,Brand B,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",7.06,9566.3
1/4/2017,Company 3,2232,Footwear,Boots,Brand A,Gently Used,11,LA,"4 Fictional St, Company 3 City, State 04",5.61,12521.52
1/4/2017,Company 12,1414,Footwear,Sneakers,Brand B,Gently Used,8,Nashville,"13 Fictional St, Company 12 City, State 13",3.29,4652.06
1/4/2017,Company 3,5086,Apparel,Coats,Brand B,Gently Used,M,Chicago,"4 Fictional St, Company 3 City, State 04",10.01,50910.86
1/4/2017,Everything Else,1281,Apparel,Shirts,Brand A,New,L,LA,"1 Fictional St, Everything Else City, State 01",53.94,69097.14
1/4/2017,Everything Else,2126,Footwear,Sneakers,Generic,Gently Used,12,NY,"1 Fictional St, Everything Else City, State 01",84.31,179243.06
1/4/2017,Company 12,3041,Apparel,Shirts,Brand A,Gently Used,L,Chicago,"13 Fictional St, Company 12 City, State 13",5.26,15995.66
1/4/2017,Everything Else,2932,Apparel,Shirts,Brand C,Gently Used,S,NY,"1 Fictional St, Everything Else City, State 01",106.46,312140.72
1/5/2017,Everything Else,1352,Footwear,Sneakers,Generic,New,9,Atlanta,"1 Fictional St, Everything Else City, State 01",0.21,283.92
1/5/2017,Company 13,1024,Footwear,Boots,Brand A,Gently Used,6,Chicago,"14 Fictional St, Company 13 City, State 14",36.66,37539.84
1/5/2017,Company 5,2408,Footwear,Sneakers,Brand B,Gently Used,7,Atlanta,"6 Fictional St, Company 5 City, State 06",226.42,545219.36
1/5/2017,Everything Else,1451,Footwear,Sneakers,Brand A,New,9,LA,"1 Fictional St, Everything Else City, State 01",43.73,63452.23
1/5/2017,Everything Else,1276,Footwear,Sneakers,Brand C,New,12,NY,"1 Fictional St, Everything Else City, State 01",56.58,72196.08
1/5/2017,Everything Else,715,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,"1 Fictional St, Everything Else City, State 01",220.89,157936.35
1/5/2017,Everything Else,1046,Apparel,Shirts,Generic,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",0.17,177.82
1/5/2017,Company 5,3110,Footwear,Sneakers,Brand A,Gently Used,5,Atlanta,"6 Fictional St, Company 5 City, State 06",278.72,866819.2
1/5/2017,Company 8,6892,Footwear,Boots,Brand A,Gently Used,5,Nashville,"9 Fictional St, Company 8 City, State 09",0.72,4962.24
1/5/2017,Everything Else,998,Apparel,Shirts,Brand B,Worn,M,Nashville,"1 Fictional St, Everything Else City, State 01",42.34,42255.32
1/5/2017,Company 2,2402,Footwear,Boots,Brand A,Gently Used,8,NY,"3 Fictional St, Company 2 City, State 03",1.02,2450.04
1/5/2017,Company 2,2992,Footwear,Sneakers,Brand A,Gently Used,11,Chicago,"3 Fictional St, Company 2 City, State 03",1414.87,4233291.04
1/5/2017,Everything Else,3320,Footwear,Boots,Brand C,New,12,Atlanta,"1 Fictional St, Everything Else City, State 01",579.98,1925533.6
1/5/2017,Everything Else,2621,Apparel,Shirts,Generic,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",41.11,107749.31
1/5/2017,Everything Else,1484,Apparel,Coats,Brand C,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",0.06,89.04
1/5/2017,Company 2,3151,Footwear,Boots,Brand B,New,7,Atlanta,"3 Fictional St, Company 2 City, State 03",1.23,3875.73
1/6/2017,Everything Else,4079,Apparel,Coats,Brand A,Gently Used,M,LA,"1 Fictional St, Everything Else City, State 01",0.46,1876.34
1/6/2017,Company 4,2703,Footwear,Sneakers,Brand A,Gently Used,7,NY,"5 Fictional St, Company 4 City, State 05",10.18,27516.54
1/6/2017,Everything Else,3453,Footwear,Sneakers,Brand B,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",101.65,350997.45
1/6/2017,Company 3,2030,Apparel,Shirts,Brand A,New,M,Atlanta,"4 Fictional St, Company 3 City, State 04",18.03,36600.9
1/6/2017,Everything Else,2024,Apparel,Shirts,Brand A,Gently Used,M,NY,"1 Fictional St, Everything Else City, State 01",9.99,20219.76
1/6/2017,Everything Else,2409,Footwear,Sneakers,Generic,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",1.89,4553.01
1/6/2017,Everything Else,2708,Footwear,Sneakers,Brand C,Worn,10,LA,"1 Fictional St, Everything Else City, State 01",6.69,18116.52
1/6/2017,Everything Else,3744,Apparel,Coats,Brand B,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",2742.63,10268406.72
1/6/2017,Company 4,3231,Footwear,Sneakers,Generic,Gently Used,11,Chicago,"5 Fictional St, Company 4 City, State 05",13.19,42616.89
1/6/2017,Company 2,2768,Footwear,Sneakers,Generic,Worn,9,Nashville,"3 Fictional St, Company 2 City, State 03",1.23,3404.64
1/6/2017,Everything Else,3217,Footwear,Boots,Brand C,Worn,10,NY,"1 Fictional St, Everything Else City, State 01",27.18,87438.06
1/6/2017,Company 8,1413,Apparel,Shirts,Brand B,New,XXL,LA,"9 Fictional St, Company 8 City, State 09",0.6,847.8
1/6/2017,Everything Else,2086,Footwear,Boots,Brand A,New,6,Atlanta,"1 Fictional St, Everything Else City, State 01",5.51,11493.86
1/7/2017,Company 7,4517,Footwear,Sneakers,Brand B,Gently Used,8,NY,"8 Fictional St, Company 7 City, State 08",5.22,23578.74
1/7/2017,Company 3,2704,Apparel,Shirts,Brand A,Gently Used,M,Atlanta,"4 Fictional St, Company 3 City, State 04",32.21,87095.84
1/7/2017,Everything Else,2069,Footwear,Sneakers,Generic,Gently Used,12,Atlanta,"1 Fictional St, Everything Else City, State 01",3.79,7841.51
1/7/2017,Everything Else,2360,Footwear,Sneakers,Generic,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",1.73,4082.8
1/7/2017,Company 5,993,Footwear,Boots,Brand C,Gently Used,8,LA,"6 Fictional St, Company 5 City, State 06",1.43,1419.99
1/7/2017,Everything Else,3785,Footwear,Boots,Brand B,Worn,10,Atlanta,"1 Fictional St, Everything Else City, State 01",13.47,50983.95
1/7/2017,Everything Else,2535,Footwear,Sneakers,Generic,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",15.34,38886.9
1/7/2017,Company 3,2793,Apparel,Coats,Brand B,Gently Used,L,NY,"4 Fictional St, Company 3 City, State 04",56.16,156854.88
1/7/2017,Company 4,4035,Footwear,Sneakers,Brand C,Gently Used,6,NY,"5 Fictional St, Company 4 City, State 05",12.35,49832.25
1/7/2017,Company 4,3249,Footwear,Boots,Generic,New,5,Chicago,"5 Fictional St, Company 4 City, State 05",77.5,251797.5
1/7/2017,Company 3,1117,Footwear,Sneakers,Brand B,Gently Used,8,Atlanta,"4 Fictional St, Company 3 City, State 04",0.5,558.5
1/7/2017,Company 4,1760,Footwear,Sneakers,Generic,Gently Used,10,NY,"5 Fictional St, Company 4 City, State 05",239.86,422153.6
1/7/2017,Company 3,4425,Footwear,Boots,Brand A,Worn,6,NY,"4 Fictional St, Company 3 City, State 04",1.03,4557.75
1/7/2017,Company 8,3363,Footwear,Boots,Generic,Gently Used,6,LA,"9 Fictional St, Company 8 City, State 09",261.74,880231.62
1/7/2017,Company 9,2817,Footwear,Sneakers,Generic,Gently Used,9,Nashville,"10 Fictional St, Company 9 City, State 10",16.29,45888.93
1/7/2017,Everything Else,1742,Apparel,Shirts,Brand C,New,S,NY,"1 Fictional St, Everything Else City, State 01",29.57,51510.94
1/7/2017,Everything Else,2969,Footwear,Boots,Brand C,Gently Used,11,NY,"1 Fictional St, Everything Else City, State 01",56.87,168847.03
1/8/2017,Everything Else,2387,Footwear,Sneakers,Brand A,Gently Used,6,NY,"1 Fictional St, Everything Else City, State 01",5.46,13033.02
1/8/2017,Company 3,3253,Footwear,Sneakers,Brand C,Gently Used,11,Atlanta,"4 Fictional St, Company 3 City, State 04",17.97,58456.41
1/8/2017,Everything Else,3480,Footwear,Sneakers,Generic,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",0.64,2227.2
1/8/2017,Everything Else,2905,Apparel,Coats,Brand B,Gently Used,XL,NY,"1 Fictional St, Everything Else City, State 01",1060.88,3081856.4
1/8/2017,Everything Else,2910,Footwear,Boots,Generic,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",26.16,76125.6
1/8/2017,Everything Else,2150,Footwear,Sneakers,Brand B,Worn,12,Atlanta,"1 Fictional St, Everything Else City, State 01",11.36,24424
1/8/2017,Company 5,2056,Footwear,Sneakers,Brand B,Gently Used,8,NY,"6 Fictional St, Company 5 City, State 06",240.16,493768.96
1/8/2017,Company 2,4419,Footwear,Sneakers,Brand A,New,12,Chicago,"3 Fictional St, Company 2 City, State 03",4325.77,19115577.63
1/8/2017,Company 13,3806,Footwear,Sneakers,Brand A,Worn,9,Nashville,"14 Fictional St, Company 13 City, State 14",0.03,114.18
1/9/2017,Everything Else,1358,Footwear,Sneakers,Generic,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",243.35,330469.3
1/9/2017,Company 12,1469,Footwear,Sneakers,Generic,Gently Used,6,NY,"13 Fictional St, Company 12 City, State 13",84.27,123792.63
1/9/2017,Everything Else,2952,Apparel,Shirts,Brand C,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",0.95,2804.4
1/9/2017,Company 4,1197,Apparel,Coats,Generic,Gently Used,S,Nashville,"5 Fictional St, Company 4 City, State 05",0.47,562.59
1/9/2017,Company 13,2251,Footwear,Sneakers,Brand B,Gently Used,11,Chicago,"14 Fictional St, Company 13 City, State 14",2.26,5087.26
1/9/2017,Everything Else,1506,Apparel,Shirts,Generic,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",0.18,271.08
1/9/2017,Everything Else,2549,Apparel,Coats,Brand A,Gently Used,M,Chicago,"1 Fictional St, Everything Else City, State 01",5.87,14962.63
1/9/2017,Company 10,2203,Footwear,Sneakers,Generic,Gently Used,9,Nashville,"11 Fictional St, Company 10 City, State 11",0.46,1013.38
1/9/2017,Company 3,3683,Footwear,Sneakers,Brand C,Gently Used,7,LA,"4 Fictional St, Company 3 City, State 04",2.76,10165.08
1/9/2017,Company 8,2845,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,"9 Fictional St, Company 8 City, State 09",1.21,3442.45
1/9/2017,Company 5,1931,Footwear,Sneakers,Brand C,New,5,NY,"6 Fictional St, Company 5 City, State 06",2.8,5406.8
1/9/2017,Company 9,1616,Apparel,Shirts,Brand C,Gently Used,XL,Atlanta,"10 Fictional St, Company 9 City, State 10",0.48,775.68
1/9/2017,Everything Else,1877,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",1.48,2777.96
1/10/2017,Company 12,2265,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,"13 Fictional St, Company 12 City, State 13",1.12,2536.8
1/10/2017,Everything Else,2195,Footwear,Sneakers,Generic,Gently Used,11,NY,"1 Fictional St, Everything Else City, State 01",534.64,1173534.8
1/10/2017,Company 7,602,Footwear,Sneakers,Brand C,Gently Used,11,Atlanta,"8 Fictional St, Company 7 City, State 08",15.42,9282.84
1/10/2017,Company 9,4145,Footwear,Sneakers,Generic,Worn,5,Chicago,"10 Fictional St, Company 9 City, State 10",2.79,11564.55
1/10/2017,Company 3,2247,Footwear,Sneakers,Brand C,Gently Used,10,Atlanta,"4 Fictional St, Company 3 City, State 04",27.77,62399.19
1/10/2017,Company 2,1967,Footwear,Sneakers,Generic,Gently Used,5,Nashville,"3 Fictional St, Company 2 City, State 03",0.51,1003.17
1/10/2017,Everything Else,3517,Footwear,Boots,Brand C,New,11,Atlanta,"1 Fictional St, Everything Else City, State 01",31.88,112121.96
1/10/2017,Everything Else,3367,Footwear,Sneakers,Brand A,Gently Used,6,NY,"1 Fictional St, Everything Else City, State 01",25.72,86599.24
1/11/2017,Everything Else,3812,Apparel,Coats,Brand C,New,S,Nashville,"1 Fictional St, Everything Else City, State 01",3792.38,14456552.56
1/11/2017,Company 4,3305,Footwear,Sneakers,Generic,Gently Used,8,LA,"5 Fictional St, Company 4 City, State 05",40.87,135075.35
1/11/2017,Everything Else,2782,Apparel,Shirts,Generic,Gently Used,S,NY,"1 Fictional St, Everything Else City, State 01",3.35,9319.7
1/11/2017,Everything Else,2159,Footwear,Sneakers,Brand A,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",13.68,29535.12
1/11/2017,Company 3,2368,Apparel,Shirts,Brand A,Gently Used,L,NY,"4 Fictional St, Company 3 City, State 04",380.56,901166.08
1/11/2017,Company 15,1920,Footwear,Boots,Brand B,Gently Used,6,Atlanta,"16 Fictional St, Company 15 City, State 16",7.86,15091.2
1/11/2017,Company 4,2179,Footwear,Sneakers,Brand C,Gently Used,7,Atlanta,"5 Fictional St, Company 4 City, State 05",965.51,2103846.29
1/11/2017,Everything Else,1006,Footwear,Boots,Generic,Gently Used,5,Nashville,"1 Fictional St, Everything Else City, State 01",59.16,59514.96
1/11/2017,Everything Else,982,Footwear,Sneakers,Brand B,Gently Used,12,NY,"1 Fictional St, Everything Else City, State 01",8.58,8425.56
1/11/2017,Company 10,2704,Footwear,Sneakers,Brand C,New,10,Atlanta,"11 Fictional St, Company 10 City, State 11",701.58,1897072.32
1/11/2017,Everything Else,3436,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,"1 Fictional St, Everything Else City, State 01",0,0
1/11/2017,Everything Else,5411,Footwear,Sneakers,Brand A,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",41.79,226125.69
1/11/2017,Company 16,2757,Apparel,Shirts,Generic,New,S,Atlanta,"17 Fictional St, Company 16 City, State 17",3.1,8546.7
1/11/2017,Company 4,1525,Apparel,Coats,Brand B,New,M,LA,"5 Fictional St, Company 4 City, State 05",12.87,19626.75
1/11/2017,Company 12,2877,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,"13 Fictional St, Company 12 City, State 13",119.01,342391.77
1/12/2017,Company 8,1003,Footwear,Sneakers,Brand C,Gently Used,12,LA,"9 Fictional St, Company 8 City, State 09",1.08,1083.24
1/12/2017,Everything Else,2870,Footwear,Boots,Brand C,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",664.32,1906598.4
1/12/2017,Company 3,5049,Footwear,Sneakers,Brand C,Gently Used,8,LA,"4 Fictional St, Company 3 City, State 04",64.04,323337.96
1/12/2017,Everything Else,1427,Footwear,Sneakers,Brand A,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",319.91,456511.57
1/12/2017,Everything Else,1160,Footwear,Sneakers,Brand A,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",3.25,3770
1/12/2017,Company 4,2689,Footwear,Sneakers,Generic,Worn,9,LA,"5 Fictional St, Company 4 City, State 05",189.65,509968.85
1/12/2017,Company 8,2892,Footwear,Sneakers,Brand C,Gently Used,5,LA,"9 Fictional St, Company 8 City, State 09",3.46,10006.32
1/12/2017,Everything Else,4436,Apparel,Coats,Brand C,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",4.92,21825.12
1/12/2017,Everything Else,1735,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",0.02,34.7
1/13/2017,Everything Else,1964,Footwear,Sneakers,Generic,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",5.62,11037.68
1/13/2017,Everything Else,2817,Footwear,Sneakers,Generic,Gently Used,9,Nashville,"1 Fictional St, Everything Else City, State 01",0.69,1943.73
1/13/2017,Everything Else,2571,Footwear,Boots,Brand B,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",247.81,637119.51
1/13/2017,Company 4,2642,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,"5 Fictional St, Company 4 City, State 05",1568.84,4144875.28
1/13/2017,Everything Else,2282,Apparel,Shirts,Brand A,Worn,M,NY,"1 Fictional St, Everything Else City, State 01",14.67,33476.94
1/13/2017,Everything Else,2057,Footwear,Sneakers,Generic,New,9,Atlanta,"1 Fictional St, Everything Else City, State 01",1.58,3250.06
1/13/2017,Everything Else,2580,Footwear,Sneakers,Generic,New,9,LA,"1 Fictional St, Everything Else City, State 01",5.36,13828.8
1/13/2017,Company 3,1197,Footwear,Sneakers,Brand C,Gently Used,12,Chicago,"4 Fictional St, Company 3 City, State 04",106.67,127683.99
1/13/2017,Everything Else,1976,Footwear,Sneakers,Brand A,Gently Used,8,Nashville,"1 Fictional St, Everything Else City, State 01",1.57,3102.32
1/13/2017,Company 11,2889,Footwear,Sneakers,Brand B,New,10,Nashville,"12 Fictional St, Company 11 City, State 12",27.05,78147.45
1/13/2017,Company 1,3102,Apparel,Coats,Generic,New,XXL,NY,"2 Fictional St, Company 1 City, State 02",113.84,353131.68
1/13/2017,Everything Else,2581,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",605.36,1562434.16
1/13/2017,Company 9,1706,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,"10 Fictional St, Company 9 City, State 10",0.18,307.08
1/13/2017,Company 15,2175,Apparel,Shirts,Generic,Gently Used,S,NY,"16 Fictional St, Company 15 City, State 16",0,0
1/13/2017,Everything Else,4996,Footwear,Sneakers,Generic,New,8,Atlanta,"1 Fictional St, Everything Else City, State 01",18.17,90777.32
1/13/2017,Company 3,4302,Footwear,Sneakers,Generic,New,7,Nashville,"4 Fictional St, Company 3 City, State 04",1.36,5850.72
1/14/2017,Company 2,4046,Apparel,Shirts,Brand A,Gently Used,L,Atlanta,"3 Fictional St, Company 2 City, State 03",1.36,5502.56
1/14/2017,Company 7,1917,Apparel,Shirts,Brand B,Gently Used,M,NY,"8 Fictional St, Company 7 City, State 08",3.03,5808.51
1/14/2017,Company 11,2069,Footwear,Boots,Generic,Gently Used,9,NY,"12 Fictional St, Company 11 City, State 12",0.03,62.07
1/14/2017,Everything Else,2307,Footwear,Boots,Brand B,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",2062.09,4757241.63
1/14/2017,Everything Else,2068,Apparel,Shirts,Brand C,Gently Used,L,Nashville,"1 Fictional St, Everything Else City, State 01",16.08,33253.44
1/14/2017,Company 11,2182,Footwear,Boots,Brand A,Worn,10,LA,"12 Fictional St, Company 11 City, State 12",0.02,43.64
1/14/2017,Everything Else,1779,Footwear,Sneakers,Brand A,Gently Used,5,NY,"1 Fictional St, Everything Else City, State 01",5.5,9784.5
1/14/2017,Company 15,4691,Apparel,Shirts,Brand C,Worn,M,Atlanta,"16 Fictional St, Company 15 City, State 16",11.16,52351.56
1/14/2017,Company 5,2925,Footwear,Sneakers,Generic,Gently Used,7,Atlanta,"6 Fictional St, Company 5 City, State 06",34.21,100064.25
1/14/2017,Company 5,3247,Footwear,Sneakers,Brand B,Gently Used,6,Nashville,"6 Fictional St, Company 5 City, State 06",68.76,223263.72
1/14/2017,Company 8,3186,Apparel,Shirts,Brand B,Gently Used,XL,LA,"9 Fictional St, Company 8 City, State 09",18.05,57507.3
1/14/2017,Everything Else,4074,Apparel,Coats,Brand B,Worn,M,Atlanta,"1 Fictional St, Everything Else City, State 01",7.29,29699.46
1/14/2017,Company 1,3099,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,"2 Fictional St, Company 1 City, State 02",9.53,29533.47
1/14/2017,Everything Else,3240,Footwear,Sneakers,Generic,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",4.46,14450.4
1/14/2017,Everything Else,2750,Footwear,Boots,Brand B,Gently Used,11,Nashville,"1 Fictional St, Everything Else City, State 01",15.57,42817.5
1/14/2017,Everything Else,1921,Footwear,Sneakers,Brand A,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",1.23,2362.83
1/14/2017,Everything Else,1022,Footwear,Boots,Brand A,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",12.22,12488.84
1/14/2017,Company 5,2815,Footwear,Sneakers,Generic,Gently Used,5,Chicago,"6 Fictional St, Company 5 City, State 06",4.41,12414.15
1/15/2017,Everything Else,2064,Footwear,Sneakers,Generic,New,7,NY,"1 Fictional St, Everything Else City, State 01",0.93,1919.52
1/15/2017,Everything Else,1188,Footwear,Sneakers,Brand C,New,12,Chicago,"1 Fictional St, Everything Else City, State 01",817.94,971712.72
1/15/2017,Everything Else,2785,Apparel,Coats,Generic,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",0.78,2172.3
1/15/2017,Everything Else,2113,Footwear,Sneakers,Brand A,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",2.69,5683.97
1/15/2017,Everything Else,1412,Apparel,Coats,Brand C,Gently Used,S,Atlanta,"1 Fictional St, Everything Else City, State 01",2.25,3177
1/15/2017,Everything Else,2756,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",32.16,88632.96
1/15/2017,Company 2,2549,Footwear,Sneakers,Brand A,Gently Used,12,Chicago,"3 Fictional St, Company 2 City, State 03",19.52,49756.48
1/15/2017,Company 12,5623,Apparel,Coats,Brand C,Gently Used,XXL,LA,"13 Fictional St, Company 12 City, State 13",2.78,15631.94
1/15/2017,Everything Else,3063,Footwear,Sneakers,Brand A,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",8.13,24902.19
1/15/2017,Company 5,4083,Footwear,Sneakers,Brand A,Gently Used,5,Atlanta,"6 Fictional St, Company 5 City, State 06",23.55,96154.65
1/15/2017,Everything Else,3405,Footwear,Sneakers,Brand B,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",269.29,916932.45
1/16/2017,Everything Else,1359,Apparel,Shirts,Brand B,New,L,NY,"1 Fictional St, Everything Else City, State 01",0.04,54.36
1/16/2017,Company 3,1133,Apparel,Shirts,Brand C,Gently Used,L,Chicago,"4 Fictional St, Company 3 City, State 04",0.67,759.11
1/16/2017,Everything Else,5039,Apparel,Coats,Generic,Worn,XL,LA,"1 Fictional St, Everything Else City, State 01",1.49,7508.11
1/16/2017,Company 3,2465,Footwear,Boots,Brand C,New,11,NY,"4 Fictional St, Company 3 City, State 04",34.32,84598.8
1/16/2017,Company 3,1190,Footwear,Sneakers,Generic,Gently Used,10,Nashville,"4 Fictional St, Company 3 City, State 04",39.58,47100.2
