Date,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,GIK_Per_Unit,Total_GIK,Partner,EI_Per_Unit,Total_EI,Partner_Address,Shipment_Type,Program
1/1/2023,1154,Footwear,Sneakers,Generic,Worn,9,Atlanta,0.16,184.64,Company F,5.13,5920.02,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/4/2023,1626,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,0.04,65.04,Company C,15.7,25528.2,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/2/2023,2723,Apparel,Coats,Generic,New,XXL,Nashville,73.04,198887.92,Company I,1.35,3676.05,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/13/2023,2770,Footwear,Boots,Brand A,Gently Used,6,Chicago,266.31,737678.7,Company C,15.23,42187.1,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/7/2023,3194,Footwear,Sneakers,Brand A,Gently Used,10,LA,0.47,1501.18,Company F,5.05,16129.7,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/14/2023,7411,Footwear,Boots,Generic,Gently Used,5,LA,3.56,26383.16,Company C,15.82,117242.02,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/4/2023,3757,Footwear,Sneakers,Generic,New,7,LA,27.88,104745.16,Company H,3.68,13825.76,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/5/2023,1381,Apparel,Shirts,Brand B,Gently Used,L,LA,0.27,372.87,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/1/2023,2640,Footwear,Boots,Generic,Gently Used,7,Nashville,72.3,190872,Company E,11.77,31072.8,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/8/2023,2832,Footwear,Sneakers,Generic,Gently Used,6,Atlanta,9.21,26082.72,Company J,1.56,4417.92,"11 Partner Blvd, Company J Town, Region 11",Relief,School
1/8/2023,3585,Footwear,Sneakers,Generic,Gently Used,7,LA,7.66,27461.1,Company E,11.13,39901.05,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/16/2023,5139,Apparel,Shirts,Brand C,Gently Used,XXL,Chicago,0.56,2877.84,Company E,13.32,68451.48,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/1/2023,2996,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,11.7,35053.2,Company H,8.38,25106.48,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
1/9/2023,2247,Footwear,Boots,Brand B,Gently Used,5,NY,0.45,1011.15,Company E,12.86,28896.42,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/5/2023,4052,Footwear,Boots,Brand A,Gently Used,12,Chicago,74.9,303494.8,Company K,17.11,69329.72,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
1/10/2023,3374,Footwear,Boots,Generic,New,12,Nashville,2.22,7490.28,Everything Else,2.94,9919.56,"7 Partner Blvd, Everything Else Town, Region 07",Relief,General
1/14/2023,3620,Footwear,Sneakers,Brand A,Gently Used,11,LA,11.58,41919.6,Company J,3.07,11113.4,"11 Partner Blvd, Company J Town, Region 11",Relief,School
1/7/2023,2283,Footwear,Boots,Brand B,New,7,NY,0.12,273.96,Company A,3,6849,"1 Partner Blvd, Company A Town, Region 01",Relief,School
1/15/2023,1589,Footwear,Sneakers,Brand B,Gently Used,11,LA,443.5,704721.5,Company C,14.76,23453.64,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/9/2023,2507,Footwear,Sneakers,Brand B,Gently Used,10,NY,9.65,24192.55,Everything Else,0.79,1980.53,"7 Partner Blvd, Everything Else Town, Region 07",Relief,School
1/1/2023,2490,Footwear,Sneakers,Brand B,Gently Used,9,NY,15.46,38495.4,Company E,13.96,34760.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/10/2023,1419,Footwear,Sneakers,Generic,Worn,9,NY,1042.19,1478867.61,Everything Else,1.47,2085.93,"7 Partner Blvd, Everything Else Town, Region 07",Micro-Enterprise,Winter
1/1/2023,3558,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,346.35,1232313.3,Company C,15.88,56501.04,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/8/2023,1681,Footwear,Sneakers,Generic,Gently Used,12,Nashville,4.45,7480.45,Company J,3.58,6017.98,"11 Partner Blvd, Company J Town, Region 11",Relief,School
1/3/2023,2478,Footwear,Boots,Generic,New,10,LA,1.08,2676.24,Company C,14.71,36451.38,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/4/2023,1642,Apparel,Coats,Brand C,Gently Used,XXL,LA,0.44,722.48,Company C,18.04,29621.68,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/15/2023,1290,Apparel,Shirts,Brand C,Gently Used,XL,Atlanta,3.16,4076.4,Company C,14.51,18717.9,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/10/2023,3289,Footwear,Sneakers,Brand C,New,7,LA,11.29,37132.81,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/15/2023,2029,Footwear,Boots,Brand C,Gently Used,12,Chicago,3.39,6878.31,Company H,6.14,12458.06,"9 Partner Blvd, Company H Town, Region 09",Relief,School
1/9/2023,2240,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,2.14,4793.6,Company K,11.47,25692.8,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/9/2023,2175,Apparel,Shirts,Generic,Worn,S,Atlanta,301.37,655479.75,Company C,14.64,31842,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/12/2023,519,Footwear,Boots,Brand B,Gently Used,10,Nashville,59.06,30652.14,Company E,14.27,7406.13,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/5/2023,1235,Apparel,Shirts,Brand A,Gently Used,XL,Nashville,3.32,4100.2,Company C,15.23,18809.05,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/17/2023,3428,Apparel,Coats,Brand C,Gently Used,M,Atlanta,10.46,35856.88,Company H,3.81,13060.68,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/12/2023,3103,Footwear,Boots,Brand C,Gently Used,5,Atlanta,160.39,497690.17,Company F,4.1,12722.3,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/18/2023,4540,Footwear,Sneakers,Brand B,Gently Used,6,LA,2.21,10033.4,Company F,2.53,11486.2,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/2/2023,5774,Apparel,Coats,Generic,Gently Used,XL,Chicago,3.66,21132.84,Company E,9.77,56411.98,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/13/2023,3789,Footwear,Sneakers,Brand C,New,10,Nashville,17.64,66837.96,Company H,4.51,17088.39,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/11/2023,3489,Apparel,Coats,Generic,Gently Used,L,LA,85.23,297367.47,Company K,8.71,30389.19,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,School
1/10/2023,3535,Footwear,Boots,Brand B,New,7,LA,1429.72,5054060.2,Company C,14.07,49737.45,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/18/2023,6603,Footwear,Sneakers,Brand B,Gently Used,11,NY,0.11,726.33,Company F,6.42,42391.26,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/6/2023,3165,Apparel,Shirts,Brand B,Gently Used,XXL,LA,22.1,69946.5,Company E,11.82,37410.3,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/16/2023,3769,Apparel,Shirts,Generic,Gently Used,XL,Nashville,104.07,392239.83,Company C,15.42,58117.98,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/1/2023,2116,Footwear,Sneakers,Brand A,Gently Used,11,Chicago,433.84,918005.44,Company H,4.92,10410.72,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/11/2023,2946,Footwear,Sneakers,Brand A,New,7,NY,173.58,511366.68,Company L,13.96,41126.16,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,General
1/16/2023,2618,Footwear,Boots,Brand A,Gently Used,12,LA,2.61,6832.98,Company C,15.42,40369.56,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/2/2023,3023,Footwear,Sneakers,Brand C,New,10,Chicago,1.74,5260.02,Company D,3.26,9854.98,"4 Partner Blvd, Company D Town, Region 04",Relief,General
1/9/2023,2035,Footwear,Boots,Generic,New,5,Atlanta,0.4,814,Company C,14.72,29955.2,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/9/2023,4536,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,0.27,1224.72,Company K,11.81,53570.16,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
1/7/2023,1667,Footwear,Sneakers,Brand A,Gently Used,10,Nashville,28.59,47659.53,Company E,12.16,20270.72,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/8/2023,2097,Apparel,Coats,Brand A,New,XL,Nashville,0.77,1614.69,Company D,1.36,2851.92,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,Winter
1/10/2023,1332,Footwear,Boots,Brand B,Gently Used,8,Atlanta,0.25,333,Company C,13.87,18474.84,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/4/2023,1541,Footwear,Boots,Generic,Gently Used,7,LA,114.26,176074.66,Everything Else,1.84,2835.44,"7 Partner Blvd, Everything Else Town, Region 07",Relief,School
1/14/2023,1911,Footwear,Sneakers,Brand A,Gently Used,12,NY,0.72,1375.92,Company G,2.16,4127.76,"8 Partner Blvd, Company G Town, Region 08",Micro-Enterprise,General
1/9/2023,2949,Apparel,Coats,Brand A,Gently Used,S,Atlanta,0.02,58.98,Company E,10.8,31849.2,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/13/2023,5010,Apparel,Shirts,Brand A,Gently Used,L,Nashville,0.26,1302.6,Company H,9.16,45891.6,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/7/2023,2091,Footwear,Sneakers,Brand A,Gently Used,8,NY,0.37,773.67,Company C,15.2,31783.2,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/11/2023,3071,Apparel,Shirts,Generic,Gently Used,XXL,LA,0.04,122.84,Company I,0.03,92.13,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/17/2023,3393,Apparel,Shirts,Brand C,Worn,S,NY,17.8,60395.4,Company E,11,37323,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/16/2023,1533,Footwear,Sneakers,Generic,Gently Used,8,Nashville,0.42,643.86,Company F,9.01,13812.33,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/13/2023,5954,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,0.6,3572.4,Company F,7.65,45548.1,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/4/2023,4094,Apparel,Coats,Brand B,Worn,XL,LA,1.88,7696.72,Company E,7.65,31319.1,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/5/2023,1312,Apparel,Coats,Brand A,New,M,LA,1.2,1574.4,Company E,9.89,12975.68,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/7/2023,4131,Footwear,Sneakers,Brand B,Gently Used,10,LA,18.62,76919.22,Company H,7.09,29288.79,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/5/2023,4030,Apparel,Shirts,Brand C,Gently Used,M,LA,0.95,3828.5,Company C,16.68,67220.4,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/16/2023,3381,Footwear,Sneakers,Brand C,Gently Used,7,LA,10.81,36548.61,Company E,12.34,41721.54,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/9/2023,2767,Footwear,Boots,Brand A,New,11,Chicago,43.13,119340.71,Company F,0,0,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/14/2023,4751,Footwear,Boots,Brand A,Gently Used,5,Atlanta,0.18,855.18,Company C,11.87,56394.37,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/8/2023,1768,Footwear,Boots,Brand A,New,8,Chicago,0.03,53.04,Company E,12.55,22188.4,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/17/2023,1425,Apparel,Coats,Brand C,Gently Used,XXL,Nashville,4.18,5956.5,Everything Else,1.44,2052,"7 Partner Blvd, Everything Else Town, Region 07",Relief,General
1/15/2023,3392,Footwear,Boots,Generic,Gently Used,8,Atlanta,2.42,8208.64,Company C,13.18,44706.56,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/12/2023,2018,Footwear,Sneakers,Brand C,New,5,Nashville,2.71,5468.78,Company K,14.17,28595.06,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/18/2023,1564,Footwear,Sneakers,Brand B,Worn,5,Nashville,1.07,1673.48,Company F,7.16,11198.24,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/3/2023,1884,Footwear,Sneakers,Generic,Gently Used,8,Chicago,2.7,5086.8,Company E,14.4,27129.6,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/15/2023,593,Footwear,Sneakers,Generic,Worn,11,Chicago,2.26,1340.18,Company C,15.8,9369.4,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/17/2023,1800,Footwear,Boots,Generic,Gently Used,7,Nashville,0.64,1152,Company F,4.69,8442,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/19/2023,6103,Apparel,Shirts,Generic,Worn,L,Nashville,3.44,20994.32,Company C,14.34,87517.02,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/11/2023,2718,Footwear,Sneakers,Generic,Gently Used,10,NY,1.6,4348.8,Company C,14.24,38704.32,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/18/2023,3438,Apparel,Coats,Brand C,Gently Used,L,NY,1.12,3850.56,Company I,0.87,2991.06,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/1/2023,1915,Footwear,Boots,Brand C,Gently Used,9,NY,0.25,478.75,Company F,3.9,7468.5,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/21/2023,1887,Footwear,Sneakers,Brand A,Gently Used,7,NY,2.18,4113.66,Company E,11.48,21662.76,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/4/2023,3422,Footwear,Boots,Brand A,Gently Used,10,Nashville,634.58,2171532.76,Company E,12.05,41235.1,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/11/2023,3083,Apparel,Coats,Brand C,New,L,LA,4.71,14520.93,Company E,14.83,45720.89,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/16/2023,1526,Footwear,Boots,Generic,New,8,Atlanta,977.75,1492046.5,Company C,11.12,16969.12,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/3/2023,3692,Footwear,Sneakers,Brand A,Gently Used,12,Chicago,15.13,55859.96,Company C,12.75,47073,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/20/2023,3234,Footwear,Boots,Brand B,Gently Used,9,Atlanta,95.55,309008.7,Company C,16.58,53619.72,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/15/2023,2338,Apparel,Shirts,Brand C,Gently Used,XL,LA,0.2,467.6,Everything Else,6.96,16272.48,"7 Partner Blvd, Everything Else Town, Region 07",Micro-Enterprise,General
1/8/2023,1591,Footwear,Sneakers,Brand B,New,11,Chicago,4.7,7477.7,Company H,7.5,11932.5,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
1/12/2023,3166,Footwear,Sneakers,Brand B,Gently Used,8,NY,7.27,23016.82,Company H,6.72,21275.52,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
1/20/2023,1535,Apparel,Coats,Brand A,Gently Used,XL,Nashville,0.03,46.05,Company F,5.47,8396.45,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/15/2023,2847,Footwear,Sneakers,Brand B,Gently Used,5,NY,1.93,5494.71,Company K,11.66,33196.02,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/22/2023,3074,Footwear,Sneakers,Brand B,Worn,10,LA,87.44,268790.56,Company E,10.51,32307.74,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/2/2023,1660,Apparel,Coats,Brand A,Worn,S,Chicago,22.1,36686,Company I,2.12,3519.2,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/21/2023,2045,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,702.66,1436939.7,Company C,13.36,27321.2,"3 Partner Blvd, Company C Town, Region 03",Relief,General
